;student_id;G1;G2;G3;school;absences;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;final_grade
131;131;7;5;0;MS;0;F;19;R;GT3;T;2;3;services;other;course;mother;1;3;1;no;no;no;yes;no;yes;yes;no;5;4;2;1;2;5;4.0
132;132;8;8;0;GP;0;F;18;U;LE3;T;2;2;other;other;home;other;1;2;0;no;no;no;yes;no;yes;yes;yes;4;3;3;1;1;2;5.333333333333333
133;133;11;11;11;GP;0;F;16;U;GT3;T;2;2;other;other;reputation;mother;1;4;0;no;no;yes;no;yes;yes;yes;yes;5;2;3;1;3;3;11.0
134;134;8;10;12;GP;0;M;15;U;LE3;T;3;3;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;2;1;1;2;10.0
135;135;9;10;10;GP;4;F;17;R;GT3;A;3;2;other;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;2;3;2;9.666666666666666
136;136;11;11;11;GP;3;F;17;R;LE3;T;2;2;services;services;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3;3;2;2;2;3;11.0
137;137;6;5;5;GP;16;M;17;U;GT3;T;3;2;services;services;course;mother;1;1;3;no;yes;no;yes;yes;yes;yes;no;5;5;5;2;4;5;5.333333333333333
138;138;12;11;11;GP;16;F;16;U;GT3;A;3;4;services;other;course;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;2;1;1;4;5;11.333333333333334
139;139;14;13;13;GP;8;F;15;R;GT3;T;2;2;at_home;other;reputation;mother;1;1;0;yes;yes;yes;yes;yes;yes;no;no;4;3;1;1;1;2;13.333333333333334
140;140;8;9;10;GP;0;M;15;U;LE3;A;2;1;services;other;course;mother;4;1;3;no;no;no;no;yes;yes;yes;no;4;5;5;2;5;5;9.0
141;141;12;13;13;MS;4;F;17;R;GT3;T;4;4;teacher;services;other;father;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;2;5;12.666666666666666
142;142;11;13;13;MS;10;M;18;R;GT3;T;3;2;other;other;course;mother;2;1;1;no;yes;no;no;no;yes;yes;no;2;5;5;5;5;5;12.333333333333334
143;143;7;7;5;GP;14;M;16;U;GT3;T;4;4;services;services;other;mother;1;1;0;yes;yes;yes;yes;yes;yes;yes;no;4;5;5;5;5;4;6.333333333333333
144;144;14;12;12;MS;3;M;18;R;LE3;T;1;2;at_home;services;other;father;3;1;0;no;yes;yes;yes;yes;no;yes;yes;4;3;3;2;3;3;12.666666666666666
145;145;8;9;10;GP;4;F;18;U;GT3;T;1;1;other;other;home;mother;2;2;0;yes;no;no;yes;yes;yes;yes;no;5;4;4;1;1;4;9.0
146;146;10;10;9;GP;14;F;16;U;LE3;T;2;2;other;at_home;course;father;2;2;1;yes;no;no;yes;yes;yes;yes;no;4;3;3;2;2;5;9.666666666666666
147;147;7;7;8;GP;0;F;16;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;yes;yes;no;yes;yes;yes;yes;4;3;3;1;3;4;7.333333333333333
148;148;12;12;12;GP;8;M;15;U;LE3;T;4;4;teacher;other;home;other;1;1;0;no;yes;no;no;no;yes;yes;yes;5;4;3;2;4;5;12.0
149;149;18;18;18;GP;6;M;16;U;GT3;T;2;1;other;other;course;mother;3;1;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;4;18.0
150;150;9;8;0;GP;0;F;17;U;GT3;A;2;2;at_home;at_home;home;father;1;2;1;no;yes;no;no;yes;yes;yes;yes;3;3;1;1;2;4;5.666666666666667
151;151;12;14;15;GP;1;F;17;U;GT3;T;3;1;services;services;course;father;1;3;0;no;yes;no;no;no;yes;yes;no;3;4;3;2;3;5;13.666666666666666
152;152;11;11;11;GP;2;F;18;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;yes;no;no;yes;no;no;4;4;3;1;1;3;11.0
153;153;7;6;0;GP;0;M;17;R;LE3;T;2;1;at_home;other;course;mother;2;1;2;no;no;no;yes;yes;no;yes;yes;3;3;2;2;2;5;4.333333333333333
154;154;13;14;14;GP;6;F;16;U;GT3;T;4;4;services;services;reputation;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3;2;3;1;2;2;13.666666666666666
155;155;14;12;13;GP;20;F;19;U;GT3;T;2;1;at_home;other;other;other;3;2;0;no;yes;no;no;yes;no;yes;yes;3;4;1;1;1;2;13.0
156;156;11;13;13;GP;2;F;15;U;LE3;T;4;2;health;other;other;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;5;12.333333333333334
157;157;10;8;7;MS;3;M;21;R;GT3;T;1;1;other;other;course;other;1;1;3;no;no;no;no;no;yes;no;no;5;5;3;3;3;3;8.333333333333334
158;158;16;12;13;GP;8;M;17;R;LE3;T;1;2;other;other;reputation;mother;1;1;0;no;no;no;no;yes;yes;no;no;2;2;2;3;3;5;13.666666666666666
159;159;8;8;11;GP;0;M;15;U;GT3;T;2;2;services;services;course;father;1;1;0;yes;yes;no;no;yes;yes;yes;no;5;4;1;1;1;1;9.0
160;160;9;9;8;GP;56;F;17;U;LE3;T;3;3;other;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;3;3;2;3;1;8.666666666666666
161;161;8;9;10;GP;8;M;16;R;GT3;T;3;3;services;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;3;4;5;9.0
162;162;15;15;14;GP;2;M;15;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;no;no;4;3;3;2;2;5;14.666666666666666
163;163;12;12;11;GP;2;M;15;U;GT3;T;2;2;other;other;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;2;2;1;2;5;11.666666666666666
164;164;13;11;11;GP;3;M;19;U;GT3;T;1;2;other;services;course;other;1;2;1;no;no;no;no;no;yes;yes;no;4;5;2;2;2;4;11.666666666666666
165;165;7;9;8;MS;0;F;18;U;LE3;T;3;1;teacher;services;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;4;1;1;1;8.0
166;166;11;12;11;GP;2;M;16;U;GT3;T;1;2;services;services;other;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;yes;3;3;3;1;2;3;11.333333333333334
167;167;6;5;0;GP;0;F;17;U;GT3;T;1;1;at_home;other;reputation;mother;1;3;1;no;yes;no;yes;yes;yes;no;yes;4;3;4;1;1;5;3.6666666666666665
168;168;14;13;13;GP;2;M;16;U;GT3;T;4;4;health;other;reputation;father;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;2;4;2;4;1;13.333333333333334
169;169;6;5;6;MS;7;F;18;R;GT3;T;4;4;teacher;at_home;reputation;mother;3;1;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;3;2;2;5;5.666666666666667
170;170;19;18;18;GP;2;M;15;U;GT3;T;4;4;services;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;5;18.333333333333332
171;171;6;7;0;GP;0;F;16;U;GT3;T;2;2;other;other;home;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;5;1;5;1;1;4;4.333333333333333
172;172;12;14;15;GP;0;M;16;U;GT3;T;3;2;other;other;home;mother;1;1;0;no;yes;yes;no;no;yes;yes;no;5;4;3;1;1;5;13.666666666666666
173;173;14;13;14;GP;8;M;18;R;LE3;T;3;2;services;other;reputation;mother;2;3;0;no;yes;yes;yes;yes;yes;yes;no;5;4;2;1;1;4;13.666666666666666
174;174;11;10;10;GP;8;M;17;R;GT3;T;2;2;services;other;course;mother;4;1;0;no;yes;no;no;yes;yes;yes;no;4;4;5;5;5;4;10.333333333333334
175;175;16;17;17;GP;0;F;17;U;GT3;T;2;4;services;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;no;no;5;4;2;2;3;5;16.666666666666668
176;176;10;10;10;MS;4;M;18;U;LE3;T;1;1;other;services;home;father;2;1;0;no;no;no;no;no;yes;yes;yes;3;3;2;1;2;3;10.0
177;177;8;8;8;MS;4;M;19;R;GT3;T;1;1;other;other;home;other;3;1;1;no;yes;no;no;yes;yes;yes;no;4;4;4;3;3;5;8.0
178;178;10;11;10;GP;8;M;18;U;LE3;T;4;3;teacher;services;course;mother;2;1;0;no;no;yes;yes;yes;yes;yes;no;4;2;3;1;2;1;10.333333333333334
179;179;10;9;9;GP;2;F;16;U;GT3;T;4;3;teacher;health;home;mother;1;3;0;yes;yes;yes;yes;yes;yes;yes;no;3;4;4;2;4;4;9.333333333333334
180;180;18;18;18;GP;6;F;17;R;LE3;T;3;1;services;other;reputation;mother;2;4;0;no;yes;yes;no;yes;yes;no;no;3;1;2;1;1;3;18.0
181;181;12;13;14;GP;6;M;16;U;LE3;T;2;1;at_home;other;course;mother;1;1;1;no;no;no;yes;yes;yes;no;yes;4;4;4;3;5;5;13.0
182;182;13;12;12;MS;2;M;18;R;LE3;T;1;1;at_home;other;other;mother;2;2;1;no;no;no;yes;no;no;no;no;4;4;3;2;3;5;12.333333333333334
183;183;12;12;12;GP;14;M;17;U;LE3;T;4;3;health;other;course;mother;2;2;0;no;no;no;yes;yes;yes;yes;yes;2;5;5;1;4;5;12.0
184;184;9;10;9;GP;9;F;18;U;GT3;T;4;3;other;other;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;4;1;1;5;9.333333333333334
185;185;14;14;14;GP;2;M;15;U;LE3;T;4;4;health;services;course;father;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;3;5;14.0
186;186;9;7;6;GP;18;M;16;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;3;4;2;1;1;5;7.333333333333333
187;187;15;14;14;GP;8;M;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;2;4;1;2;4;14.333333333333334
188;188;10;9;0;GP;0;F;17;U;LE3;T;2;2;services;services;course;father;1;4;0;no;no;yes;yes;yes;yes;yes;yes;3;4;1;1;1;2;6.333333333333333
189;189;14;16;16;GP;0;M;15;U;GT3;A;2;2;other;other;home;other;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;5;2;1;1;3;15.333333333333334
190;190;13;13;12;GP;0;M;16;U;LE3;T;2;2;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;2;4;5;12.666666666666666
191;191;11;13;14;GP;2;M;15;U;GT3;T;4;4;other;teacher;reputation;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;4;3;1;1;2;12.666666666666666
192;192;15;12;12;GP;0;M;19;R;GT3;T;3;3;other;services;reputation;father;1;2;1;no;no;no;yes;yes;yes;no;yes;4;5;3;1;2;5;13.0
193;193;8;9;10;GP;4;M;17;R;GT3;T;1;2;at_home;other;home;mother;1;2;0;no;no;no;no;yes;yes;no;no;3;1;3;1;5;3;9.0
194;194;6;5;0;GP;0;M;16;U;GT3;T;3;4;other;other;course;father;3;1;2;no;yes;no;yes;no;yes;yes;no;3;4;5;2;4;2;3.6666666666666665
195;195;16;15;15;MS;0;F;17;U;LE3;T;4;4;at_home;at_home;course;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;2;3;4;1;1;1;15.333333333333334
196;196;14;15;16;GP;0;F;16;U;GT3;T;4;2;health;services;home;father;1;2;0;no;no;yes;no;yes;yes;yes;yes;4;2;3;1;1;3;15.0
197;197;6;9;8;GP;14;F;16;U;GT3;T;2;2;services;services;home;mother;1;1;2;no;yes;yes;no;no;yes;yes;no;1;2;2;1;3;5;7.666666666666667
198;198;9;12;11;GP;3;M;18;U;GT3;T;4;4;other;other;course;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;2;2;3;10.666666666666666
199;199;7;6;0;MS;0;F;17;R;GT3;T;1;1;other;services;reputation;mother;3;1;1;no;yes;yes;no;yes;yes;yes;yes;5;2;1;1;2;1;4.333333333333333
200;200;8;7;8;MS;8;M;19;R;GT3;T;1;1;other;services;home;other;3;2;3;no;no;no;no;yes;yes;yes;no;5;4;4;3;3;2;7.666666666666667
201;201;9;9;9;GP;22;M;18;U;GT3;T;4;4;teacher;services;home;mother;2;1;0;no;no;yes;yes;yes;yes;yes;no;3;2;4;1;4;3;9.0
202;202;16;15;15;GP;11;M;18;U;LE3;T;3;4;services;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;3;1;3;5;15.333333333333334
203;203;15;16;15;GP;7;M;16;R;GT3;A;4;4;other;teacher;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;yes;2;4;3;1;1;5;15.333333333333334
204;204;11;11;10;GP;0;F;17;R;GT3;T;3;4;at_home;services;course;father;1;3;0;no;yes;yes;yes;no;yes;yes;no;4;3;4;2;5;5;10.666666666666666
205;205;10;0;0;GP;0;M;17;R;GT3;T;3;4;at_home;other;course;mother;3;2;0;no;no;no;no;yes;yes;no;no;5;4;5;2;4;5;3.3333333333333335
206;206;7;8;8;GP;12;M;17;U;GT3;T;1;2;at_home;services;other;other;2;2;0;no;no;yes;yes;no;yes;yes;no;4;4;4;4;5;5;7.666666666666667
207;207;10;10;10;MS;4;M;18;R;GT3;T;1;3;at_home;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;no;no;3;3;4;2;4;3;10.0
208;208;14;15;15;GP;0;F;15;U;GT3;A;4;3;services;services;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;2;1;1;1;14.666666666666666
209;209;11;9;10;GP;10;M;16;U;GT3;T;3;2;at_home;other;reputation;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;3;2;10.0
210;210;15;15;16;GP;2;M;16;U;GT3;T;4;4;teacher;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;2;5;15.333333333333334
211;211;12;13;12;GP;14;F;16;U;GT3;T;3;2;other;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;1;2;2;1;2;1;12.333333333333334
212;212;6;5;0;MS;0;M;19;R;GT3;T;1;1;other;services;other;mother;2;1;1;no;no;no;no;yes;yes;no;no;4;3;2;1;3;5;3.6666666666666665
213;213;9;9;9;GP;8;M;15;R;GT3;T;2;1;health;services;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;2;1;1;5;9.0
214;214;10;11;12;GP;2;M;17;R;LE3;A;4;4;teacher;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;3;3;3;2;3;4;11.0
215;215;6;5;5;MS;14;F;17;R;GT3;T;1;2;other;other;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;3;5;5;1;3;1;5.333333333333333
216;216;7;0;0;GP;0;F;18;U;GT3;T;2;1;other;other;course;other;2;3;0;no;yes;yes;no;no;yes;yes;yes;4;4;4;1;1;3;2.3333333333333335
217;217;12;0;0;GP;0;F;15;R;GT3;T;3;4;services;teacher;course;father;2;3;2;no;yes;no;no;yes;yes;yes;yes;4;2;2;2;2;5;4.0
218;218;8;7;9;GP;6;F;17;U;GT3;A;3;3;health;other;reputation;mother;1;2;0;no;yes;no;no;no;yes;yes;yes;3;3;3;1;3;3;8.0
219;219;4;0;0;GP;0;F;16;U;GT3;A;3;3;other;other;course;other;2;1;2;no;yes;no;yes;no;yes;yes;yes;4;3;2;1;1;5;1.3333333333333333
220;220;9;7;8;GP;20;M;17;R;GT3;T;1;3;other;other;course;father;3;2;1;no;yes;no;yes;yes;yes;yes;no;5;2;4;1;4;5;8.0
221;221;11;10;10;MS;0;F;18;U;GT3;T;2;3;at_home;services;course;father;2;1;0;no;yes;yes;no;yes;yes;yes;yes;5;2;3;1;2;4;10.333333333333334
222;222;11;10;11;GP;4;M;15;U;GT3;T;2;3;other;other;home;mother;1;3;0;yes;no;yes;no;no;yes;yes;no;5;3;2;1;2;5;10.666666666666666
223;223;10;10;10;GP;4;M;16;U;GT3;T;2;2;other;other;course;father;1;2;0;no;no;no;no;yes;no;yes;no;4;3;5;2;4;4;10.0
224;224;14;16;16;MS;3;M;17;U;LE3;T;3;1;services;services;course;mother;2;1;0;no;no;no;no;no;yes;yes;no;2;4;5;3;4;2;15.333333333333334
225;225;8;10;10;GP;4;F;16;U;GT3;T;3;3;other;other;reputation;mother;3;2;0;yes;yes;no;yes;yes;yes;no;no;5;3;2;1;1;4;9.333333333333334
226;226;12;12;11;GP;0;M;16;U;LE3;T;2;2;other;other;home;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;4;4;1;1;3;11.666666666666666
227;227;7;6;6;GP;10;F;15;U;LE3;T;3;2;services;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;4;1;1;5;6.333333333333333
228;228;9;10;0;GP;0;F;18;U;GT3;T;2;2;at_home;services;home;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;3;1;1;3;6.333333333333333
229;229;13;12;12;GP;1;M;18;R;GT3;T;3;2;other;other;course;mother;1;3;0;no;no;no;yes;no;yes;no;no;5;3;2;1;1;3;12.333333333333334
230;230;10;13;13;GP;6;F;16;U;GT3;T;2;2;at_home;other;home;mother;1;2;1;yes;no;no;yes;yes;yes;yes;no;3;1;2;1;1;5;12.0
231;231;13;13;14;GP;7;F;18;U;GT3;T;3;2;other;services;other;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;4;3;2;3;1;13.333333333333334
232;232;13;12;12;GP;6;F;17;U;GT3;T;1;1;services;teacher;reputation;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;3;12.333333333333334
233;233;7;9;8;GP;0;F;16;U;GT3;T;4;3;other;at_home;course;mother;1;3;0;yes;yes;yes;no;yes;yes;yes;no;5;3;5;1;1;3;8.0
234;234;8;8;8;GP;10;F;19;U;GT3;T;3;3;other;other;reputation;other;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;2;3;8.0
235;235;19;19;20;GP;4;M;16;U;GT3;T;4;3;health;services;reputation;mother;1;4;0;no;no;no;yes;yes;yes;yes;no;4;2;2;1;1;2;19.333333333333332
236;236;10;8;8;GP;10;F;18;U;LE3;T;4;3;other;other;home;other;2;2;0;no;yes;yes;no;yes;yes;yes;yes;4;4;5;1;2;2;8.666666666666666
237;237;16;15;16;GP;5;M;18;U;LE3;T;4;4;teacher;teacher;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;1;4;2;2;2;1;15.666666666666666
238;238;6;9;8;GP;4;M;18;U;GT3;T;2;1;services;services;other;mother;1;1;1;no;no;no;no;no;no;yes;no;3;2;5;2;5;5;7.666666666666667
239;239;14;13;13;GP;4;M;17;U;LE3;T;2;2;other;other;home;father;1;2;0;no;no;yes;yes;no;yes;yes;yes;4;4;2;5;5;4;13.333333333333334
240;240;13;13;11;GP;2;F;16;U;GT3;T;2;2;services;other;reputation;mother;2;2;0;no;no;yes;yes;no;yes;yes;no;3;4;4;1;4;5;12.333333333333334
241;241;8;10;10;GP;12;F;17;R;LE3;T;4;4;services;other;other;mother;1;1;0;no;yes;yes;no;yes;yes;no;no;5;2;1;1;2;3;9.333333333333334
242;242;6;5;6;GP;6;F;17;U;GT3;A;4;4;other;teacher;home;mother;2;2;0;yes;yes;no;no;yes;yes;no;no;4;1;4;1;1;1;5.666666666666667
243;243;7;9;8;GP;6;F;15;U;GT3;T;4;4;services;services;reputation;father;2;2;2;no;no;yes;no;yes;yes;yes;yes;4;4;4;2;3;5;8.0
244;244;9;10;10;GP;2;F;15;U;GT3;T;1;1;other;other;home;father;1;2;0;no;yes;no;yes;no;yes;yes;no;4;3;2;2;3;4;9.666666666666666
245;245;7;7;6;GP;4;F;16;U;GT3;T;3;1;services;other;course;mother;1;4;0;yes;yes;yes;no;yes;yes;yes;no;4;3;3;1;2;5;6.666666666666667
246;246;14;11;13;GP;18;M;16;U;GT3;T;4;4;health;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;3;4;4;1;4;5;12.666666666666666
247;247;8;6;5;GP;2;F;15;R;GT3;T;1;1;other;other;reputation;mother;1;2;2;yes;yes;no;no;no;yes;yes;yes;3;3;4;2;4;5;6.333333333333333
248;248;8;11;11;GP;0;F;15;U;GT3;T;1;1;other;services;course;father;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;2;1;2;5;10.0
249;249;9;9;10;GP;2;M;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;5;4;4;3;4;5;9.333333333333334
250;250;13;14;14;GP;4;F;15;U;GT3;T;4;2;other;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;3;1;13.666666666666666
251;251;8;8;0;GP;0;F;18;U;GT3;T;2;1;services;other;course;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;no;5;3;3;1;2;1;5.333333333333333
252;252;13;11;10;GP;0;M;17;U;LE3;T;4;4;teacher;other;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;4;4;1;3;5;11.333333333333334
253;253;7;6;6;GP;4;F;16;U;LE3;T;3;1;other;other;home;father;1;2;0;yes;yes;no;no;yes;yes;no;no;3;3;3;2;3;2;6.333333333333333
254;254;8;8;8;GP;2;M;18;U;GT3;T;4;3;teacher;other;course;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;4;3;2;1;1;3;8.0
255;255;11;12;11;GP;54;F;16;U;GT3;T;3;3;other;services;home;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;no;4;3;3;2;4;5;11.333333333333334
256;256;10;9;9;GP;28;F;17;U;GT3;T;3;4;at_home;services;home;mother;1;3;1;no;yes;yes;no;yes;yes;yes;yes;4;4;3;3;4;5;9.333333333333334
257;257;14;12;11;MS;10;F;18;R;GT3;T;4;4;other;teacher;other;father;3;2;0;no;yes;yes;no;no;yes;yes;yes;3;2;2;4;2;5;12.333333333333334
258;258;5;9;7;GP;6;M;15;R;GT3;T;3;2;other;other;course;mother;2;2;2;yes;yes;no;no;yes;yes;yes;yes;4;4;4;1;4;3;7.0
259;259;9;0;0;GP;0;M;15;R;GT3;T;3;4;at_home;teacher;course;mother;4;2;0;no;yes;no;no;yes;yes;no;yes;5;3;3;1;1;5;3.0
260;260;18;19;19;GP;6;M;15;U;LE3;A;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;5;3;1;1;4;18.666666666666668
261;261;16;16;17;GP;2;F;16;U;GT3;T;2;3;services;teacher;other;mother;1;2;0;yes;no;no;no;yes;yes;yes;no;2;3;1;1;1;3;16.333333333333332
262;262;10;10;11;GP;2;M;15;U;GT3;T;4;3;teacher;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;5;4;3;1;2;3;10.333333333333334
